YEAR_BUILT,ASSESSCLAS,BLDG_DESC,BLDG_FEET,GARAGE,FIREPLACE,BASEMENT,BSMTDEVL,ASSESSMENT,LATITUDE,LONGITUDE,age
1980.0,Residential,Split Level & Crawl Space,1273,Y,Y,Y,N,419000,53.519392346800004,-113.32550591809999,38.0
1961.0,Residential,1 Storey & Basement,1044,Y,N,Y,Y,329000,53.5159528095,-113.3032767543,57.0
1977.0,Residential,1 Storey & Bonus Upper,2096,Y,N,Y,N,387000,53.4643703533,-113.09471972450001,41.0
1971.0,Residential,Split Level & Crawl Space,1224,Y,Y,Y,Y,385000,53.535431241800005,-113.30826745120001,47.0
1992.0,Residential,Split Entry,1370,Y,Y,Y,Y,541000,53.49465281810001,-113.00634617620001,26.0
1962.0,Residential,2 Storey & Basement,2565,Y,Y,Y,Y,418000,53.5148248909,-113.3082419334,56.0
1973.0,Residential,1 Storey & Basement,1062,Y,N,Y,Y,386000,53.52183488520001,-113.32164767350001,45.0
1971.0,Residential,1 Storey & Basement,1208,Y,Y,Y,Y,352000,53.5407232799,-113.30630233149999,47.0
1977.0,Residential,Split Entry,1075,Y,N,Y,Y,335000,53.4882725796,-112.98414158,41.0
1969.0,Residential,1 Storey & Basement,1060,Y,N,Y,Y,348000,53.51269075850001,-113.3068427899,49.0
1994.0,Residential,2 Storey & Basement,1745,Y,Y,Y,Y,403000,53.488266510600006,-112.9719565315,24.0
1978.0,Residential,Manufactured Home,1233,Y,Y,N,N,277000,53.464918385699995,-113.0961009929,40.0
1987.0,Residential,Split Level,1124,N,Y,Y,N,433000,53.4586194032,-113.04326966549999,31.0
1981.0,Residential,2 Storey & Basement,1697,Y,Y,Y,N,393000,53.5193892369,-113.32849464200001,37.0
1956.0,Residential,1 Storey & Basement,1587,N,Y,Y,Y,374000,53.5154892637,-113.3118011551,62.0
1984.0,Residential,Split Level,1096,Y,Y,Y,N,491000,53.4916309189,-113.0332302959,34.0
1958.0,Residential,1 Storey & Basement,1211,Y,Y,Y,Y,425000,53.521351835299996,-113.31091247040001,60.0
1983.0,Residential,Split Entry,1189,Y,Y,Y,Y,373000,53.483785069899994,-112.979883058,35.0
1961.0,Residential,1 Storey & Basement,1574,Y,Y,Y,Y,368000,53.5202018783,-113.2985841931,57.0
1968.0,Residential,1 Storey & Basement,1287,Y,N,Y,Y,435000,53.4713313375,-112.95481417270001,50.0
1962.0,Residential,1 Storey & Basement,1183,Y,Y,Y,Y,382000,53.5248797907,-113.31113623450001,56.0
1991.0,Residential,1 Storey & Basement,1395,Y,Y,Y,N,425000,53.500343265299996,-113.0128971889,27.0
1970.0,Residential,Split Level,1097,N,N,Y,N,347000,53.5215540728,-113.32683672709999,48.0
1970.0,Residential,Split Entry,924,Y,N,Y,Y,354000,53.5239533724,-113.3305178237,48.0
1991.0,Residential,2 Storey & Basement,1700,Y,Y,Y,N,490000,53.5000177974,-113.0582478185,27.0
1962.0,Residential,1 Storey & Basement,1340,Y,Y,Y,Y,348000,53.49549014229999,-112.9711421989,56.0
1978.0,Residential,Split Entry,1247,Y,Y,Y,Y,455000,53.5000227244,-113.0464935992,40.0
1969.0,Residential,1 Storey & Basement,1119,Y,N,Y,Y,327000,53.5177061197,-113.2977858048,49.0
1971.0,Residential,1 Storey & Basement,1230,Y,Y,Y,Y,354000,53.5385101939,-113.30285360290002,47.0
1956.0,Residential,1 Storey & Basement,1299,Y,N,Y,Y,350000,53.5131836177,-113.3119798489,62.0
1985.0,Residential,2 Storey & Basement,2399,Y,Y,Y,Y,558000,53.515149154899994,-113.0522983083,33.0
1959.0,Residential,1 Storey & Basement,1050,Y,N,Y,Y,320000,53.519549177399995,-113.30934963840001,59.0
1968.0,Residential,1 Storey & Basement,979,Y,N,Y,Y,345000,53.5157946842,-113.3078524853,50.0
1992.0,Residential,Split Entry,1447,Y,Y,Y,Y,549000,53.5173031017,-113.04715889479999,26.0
1977.0,Residential,1 Storey Basementless,1219,Y,Y,N,N,327000,53.4645095682,-113.0961666293,41.0
1969.0,Residential,Manufactured Home,1221,Y,N,N,N,206000,53.4960827208,-112.9688634155,49.0
1992.0,Residential,1 Storey & Basement,1372,Y,Y,Y,Y,501000,53.478419663100006,-113.062041882,26.0
1965.0,Residential,1 Storey & Basement,1500,Y,N,Y,N,413000,53.4974787104,-112.968856465,53.0
1978.0,Residential,1 Storey & Basement,1773,Y,Y,Y,N,518000,53.5297932602,-113.0518145218,40.0
1969.0,Residential,1 Storey & Basement,1039,N,N,Y,Y,298000,53.5144269944,-113.2964404545,49.0
1971.0,Residential,Split Entry,1005,Y,Y,Y,Y,443000,53.5314649571,-113.04776949389999,47.0
1958.0,Residential,1 Storey & Basement,1231,Y,N,Y,Y,337000,53.5191409759,-113.3167568245,60.0
1984.0,Residential,2 Storey & Basement,1900,Y,Y,Y,Y,443000,53.5179463362,-113.0442063878,34.0
1976.0,Residential,1 Storey & Basement,1599,Y,Y,Y,Y,533000,53.5295809545,-113.04184205620001,42.0
1971.0,Residential,1 Storey & Basement,1189,Y,Y,Y,Y,390000,53.5362660893,-113.3063899553,47.0
1978.0,Residential,1 Storey & Basement,1588,Y,Y,Y,Y,508000,53.4929831951,-113.07967302760001,40.0
1990.0,Residential,1 Storey & Basement,1322,Y,Y,Y,Y,493000,53.497112305200005,-113.08356132629999,28.0
1983.0,Residential,2 Storey & Basement,1773,Y,Y,Y,Y,434000,53.5139675528,-113.32197795370001,35.0
1969.0,Residential,1 Storey & Basement,1179,Y,N,Y,Y,352000,53.5174885504,-113.2994140051,49.0
1958.0,Residential,1 Storey & Basement,1189,Y,N,Y,Y,404000,53.5169560455,-113.3122542358,60.0
1997.0,Residential,Split Entry,1980,Y,Y,Y,Y,506000,53.4686681099,-112.967915086,21.0
1992.0,Residential,2 Storey & Basement,2326,Y,Y,Y,N,518000,53.4981520665,-113.0129074732,26.0
1958.0,Residential,1 Storey & Basement,1308,N,Y,Y,Y,358000,53.5176968593,-113.3127462164,60.0
1964.0,Residential,1 Storey & Basement,1848,Y,Y,Y,Y,504000,53.497266125299994,-113.07603983620001,54.0
1945.0,Residential,1 Storey & Basement,867,N,Y,Y,Y,270000,53.461969304600004,-113.0884391885,73.0
1983.0,Residential,2 Storey & Basement,1779,Y,Y,Y,Y,427000,53.5152594828,-113.3214812792,35.0
1970.0,Residential,Split Level & Crawl Space,1236,Y,Y,Y,Y,376000,53.537681964799994,-113.30955237030001,48.0
1962.0,Residential,1 Storey & Basement,1019,N,N,Y,Y,258000,53.5246813108,-113.3098944432,56.0
1961.0,Residential,1 Storey Basementless,624,N,Y,N,N,217000,53.4631486463,-113.0924598144,57.0
1975.0,Residential,Split Level & Crawl Space,1395,Y,Y,Y,Y,383000,53.5384205087,-113.3146293331,43.0
1969.0,Residential,1 Storey & Basement,1077,Y,Y,Y,Y,357000,53.515794336300004,-113.30604696389999,49.0
1971.0,Residential,1 Storey & Basement,1204,Y,Y,Y,Y,346000,53.538998479600004,-113.29735949350001,47.0
1976.0,Residential,2 Storey & Basement,2159,Y,Y,Y,Y,485000,53.50629097109999,-113.06899471530001,42.0
1960.0,Residential,1 Storey & Basement,1231,Y,Y,Y,Y,375000,53.5177001125,-113.30264225379999,58.0
1970.0,Residential,1 Storey & Basement,1149,Y,N,Y,Y,366000,53.536683731800004,-113.3169660808,48.0
1984.0,Residential,1 Storey & Basement,1535,Y,Y,Y,N,433000,53.4662213282,-113.01557190950001,34.0
2000.0,Residential,1 Storey & Bonus Upper,2398,Y,Y,Y,Y,708000,53.5215040803,-113.014543251,18.0
1977.0,Residential,Split Entry,1075,Y,N,Y,Y,298000,53.4877835946,-112.98305524889999,41.0
1993.0,Residential,1 Storey & Basement,1281,Y,Y,Y,Y,492000,53.4936635931,-113.0054302797,25.0
1980.0,Residential,Split Entry,1551,Y,Y,Y,Y,473000,53.457607576499996,-113.0668145835,38.0
1977.0,Residential,1 Storey & Basement,1628,Y,Y,Y,Y,524000,53.490176811800005,-113.0848267094,41.0
1971.0,Residential,1 Storey & Basement,1039,Y,Y,Y,Y,337000,53.535478007600005,-113.3073766796,47.0
1992.0,Residential,1 Storey & Basement,1286,Y,Y,Y,Y,508000,53.5169266924,-113.037405691,26.0
1976.0,Residential,1 Storey & Basement,1811,Y,Y,Y,Y,486000,53.4621361501,-113.0177341952,42.0
1959.0,Residential,1 Storey & Basement,800,Y,N,Y,Y,279000,53.4992218008,-112.9696532354,59.0
1958.0,Residential,1 Storey & Basement,1329,N,Y,Y,Y,368000,53.5185913669,-113.3120218039,60.0
1958.0,Residential,1 Storey & Basement,1057,Y,N,Y,N,309000,53.5199988515,-113.3126883066,60.0
1983.0,Residential,2 Storey & Basement,2244,Y,Y,Y,Y,518000,53.5159805375,-113.32595310229999,35.0
1990.0,Residential,Split Entry,1456,Y,Y,Y,Y,525000,53.5019623328,-113.03099904700001,28.0
1981.0,Residential,1 Storey & Basement,2083,Y,Y,Y,N,625000,53.533934882,-113.030435669,37.0
1963.0,Residential,1 Storey & Basement,1091,Y,Y,Y,Y,363000,53.5266746179,-113.3093441104,55.0
1973.0,Residential,1 Storey & Basement,1206,Y,N,Y,Y,357000,53.5215361802,-113.3230138974,45.0
1961.0,Residential,1 Storey & Basement,1055,Y,N,Y,Y,347000,53.5236112814,-113.2983970576,57.0
1962.0,Residential,2 Storey & Basement,1111,Y,N,Y,Y,306000,53.5245514469,-113.31109901040001,56.0
1992.0,Residential,1 Storey & Basement,1223,Y,Y,Y,Y,456000,53.4981679171,-113.0085586576,26.0
1961.0,Residential,1 Storey Basementless,1810,N,N,N,N,385000,53.462851057200005,-113.0918019476,57.0
1971.0,Residential,1 Storey & Basement,1527,Y,Y,Y,Y,360000,53.5371307678,-113.2973630254,47.0
1996.0,Residential,Split Entry,1276,Y,Y,Y,Y,411000,53.5015206968,-112.96873489309999,22.0
1980.0,Residential,2 Storey & Basement,1867,Y,Y,Y,Y,440000,53.5193913935,-113.3264255166,38.0
1977.0,Residential,1 Storey & Basement,1449,Y,Y,Y,N,442000,53.4993157202,-113.0129016292,41.0
1983.0,Residential,Split Entry,1323,Y,N,Y,Y,451000,53.4684393155,-113.0549001364,35.0
1993.0,Residential,Split Level & Crawl Space,1309,Y,Y,Y,Y,513000,53.5009173429,-113.03368317450001,25.0
1970.0,Residential,1 Storey & Basement,1304,Y,Y,Y,Y,377000,53.537129891000006,-113.3028560526,48.0
1997.0,Residential,1 Storey & Basement,1412,Y,Y,Y,Y,563000,53.472622010900004,-113.0595235574,21.0
1959.0,Residential,1 Storey & Basement,1302,N,Y,Y,Y,350000,53.517879006499996,-113.31695419430001,59.0
1979.0,Residential,1 Storey & Basement,1687,Y,Y,Y,Y,475000,53.4990269486,-113.02248488139999,39.0
1990.0,Residential,Split Level,1248,Y,N,Y,N,456000,53.514701365200004,-113.0407119616,28.0
1969.0,Residential,1 Storey & Basement,1070,Y,N,Y,Y,312000,53.5153966709,-113.3001185641,49.0
1968.0,Residential,1 Storey & Basement,1208,Y,N,Y,Y,363000,53.5269663674,-113.3092337643,50.0
1976.0,Residential,1 Storey & Basement,1267,Y,Y,Y,Y,486000,53.46306983229999,-113.02238205719999,42.0
1961.0,Residential,1 Storey & Basement,1073,Y,N,Y,Y,308000,53.5236962402,-113.3027478619,57.0
1976.0,Residential,1 Storey & Basement,1119,Y,Y,Y,Y,449000,53.500220606599996,-113.01471850450001,42.0
2016.0,Residential,1 Storey & Basement,960,Y,N,N,N,410000,53.473714045600005,-112.961510331,2.0
1979.0,Residential,Split Level & Crawl Space,1127,Y,Y,Y,N,512000,53.531480314300005,-113.0290080171,39.0
1976.0,Residential,2 Storey & Basement,2472,Y,Y,Y,Y,546000,53.4705766733,-113.0711734268,42.0
1972.0,Residential,1 Storey & Basement,1215,Y,Y,Y,Y,394000,53.5402027029,-113.3028505716,46.0
1978.0,Residential,Manufactured Home,1213,N,Y,N,N,456000,53.468335786000004,-113.0986608634,40.0
1962.0,Residential,1 Storey & Basement,1246,Y,Y,Y,Y,386000,53.520273185,-113.29750403690001,56.0
1981.0,Residential,Split Entry,1408,Y,Y,Y,Y,430000,53.4604084945,-113.044507943,37.0
1958.0,Residential,1 Storey & Basement,1147,Y,N,Y,Y,385000,53.520988261499994,-113.3107750751,60.0
1992.0,Residential,Split Entry,1345,Y,Y,Y,Y,593000,53.4975310444,-113.03745030649999,26.0
1970.0,Residential,Manufactured Home,1356,Y,Y,N,N,247000,53.4970955116,-112.9688583751,48.0
1961.0,Residential,1 Storey & Basement,1042,N,N,Y,Y,324000,53.5202024868,-113.2989056621,57.0
1992.0,Residential,1 3/4 Storey & Basement,2214,Y,Y,Y,N,527000,53.4997692244,-113.0512267293,26.0
1993.0,Residential,1 Storey & Basement,1243,Y,Y,Y,Y,459000,53.504774028599996,-113.0360538457,25.0
1969.0,Residential,1 Storey Basementless,1155,Y,N,Y,N,409000,53.4691066146,-113.0984914392,49.0
1983.0,Residential,2 Storey & Basement,3514,Y,Y,Y,Y,821000,53.5164557121,-113.32461613299999,35.0
1991.0,Residential,1 Storey & Basement,2038,Y,Y,Y,Y,642000,53.5279401633,-113.0551737241,27.0
1971.0,Residential,1 1/2 Storey & Basement,1176,Y,N,N,N,287000,53.4649735731,-113.0976517725,47.0
1964.0,Residential,1 Storey & Basement,1013,Y,N,Y,Y,339000,53.5241131043,-113.3104380009,54.0
1982.0,Residential,1 3/4 Storey Basementless,1360,Y,N,N,N,303000,53.4976787755,-112.9700914732,36.0
1971.0,Residential,Split Entry,1033,Y,N,Y,Y,350000,53.539217129300006,-113.3009275687,47.0
1993.0,Residential,Split Entry,1083,Y,N,Y,Y,446000,53.465959722200004,-113.0226538556,25.0
1959.0,Residential,1 Storey & Basement,1167,Y,Y,Y,Y,337000,53.521111892,-113.30772365690001,59.0
1969.0,Residential,1 Storey & Basement,1284,Y,N,Y,Y,387000,53.5251323611,-113.32821123129999,49.0
1980.0,Residential,1 Storey & Basement,1597,Y,Y,Y,Y,473000,53.499557524,-113.0088815392,38.0
2003.0,Residential,1 Storey & Basement,920,Y,N,Y,Y,331000,53.4705874906,-112.9710367213,15.0
2000.0,Residential,1 Storey & Basement,1818,Y,Y,Y,Y,744000,53.520439306099995,-113.0181726835,18.0
1969.0,Residential,1 Storey & Basement,1576,Y,Y,Y,Y,381000,53.5149133992,-113.2976464108,49.0
1972.0,Residential,Manufactured Home,1369,Y,N,N,N,229000,53.5013288255,-112.9690393831,46.0
1990.0,Residential,1 Storey & Basement,2059,N,Y,Y,N,444000,53.4680953544,-113.0211211653,28.0
2004.0,Residential,1 1/2 Storey & Basement,1008,Y,N,Y,Y,309000,53.4962743279,-112.9688624603,14.0
1987.0,Residential,2 Storey & Basement,2559,Y,Y,Y,Y,631000,53.4727718503,-113.09065531389999,31.0
1969.0,Residential,2 Storey & Basement,1772,Y,Y,Y,N,381000,53.5149133992,-113.2976464108,49.0
1976.0,Residential,1 Storey & Basement,1916,Y,Y,Y,N,536000,53.4990851329,-113.04764332389999,42.0
1970.0,Residential,Split Entry,1067,N,N,Y,Y,323000,53.516600619399995,-113.2988676609,48.0
1970.0,Residential,1 Storey & Basement,1480,Y,Y,Y,Y,410000,53.5201902169,-113.3247002223,48.0
1979.0,Residential,2 Storey & Basement,2646,Y,Y,Y,Y,604000,53.473397451000004,-113.08658746889999,39.0
1972.0,Residential,1 Storey & Basement,1343,Y,Y,Y,Y,581000,53.532571302600005,-113.0454687364,46.0
1983.0,Residential,2 Storey & Basement,1741,Y,Y,Y,Y,442000,53.5145415924,-113.321858929,35.0
1969.0,Residential,1 Storey & Basement,1281,N,Y,Y,Y,370000,53.525320836599995,-113.3282100723,49.0
1976.0,Residential,Split Entry,1375,Y,Y,Y,Y,503000,53.5003790249,-113.01960635639999,42.0
1979.0,Residential,1 Storey & Basement,1663,Y,Y,Y,Y,480000,53.5144055776,-113.0522945137,39.0
1978.0,Residential,Manufactured Home,1405,Y,Y,Y,N,232000,53.4935918741,-112.9688758261,40.0
1976.0,Residential,1 Storey & Basement,1346,Y,Y,Y,Y,435000,53.4539911837,-113.07141353760001,42.0
1970.0,Residential,Split Entry,1084,Y,N,Y,Y,358000,53.524816495699994,-113.3278324785,48.0
1980.0,Residential,1 Storey & Basement,937,Y,Y,Y,Y,424000,53.5010702671,-113.03945484049999,38.0
1970.0,Residential,2 Storey & Basement,1510,Y,N,Y,Y,332000,53.5375822734,-113.30880454790001,48.0
1959.0,Residential,1 Storey & Basement,1708,Y,Y,Y,Y,398000,53.5161600791,-113.3102486614,59.0
1958.0,Residential,1 Storey & Basement,1088,Y,Y,Y,Y,348000,53.5182162405,-113.3121393755,60.0
1983.0,Residential,2 Storey & Basement,1913,Y,Y,Y,Y,490000,53.515298555200005,-113.3259353401,35.0
2014.0,Residential,2 Storey Basementless,3833,Y,Y,N,N,875000,53.5159612613,-113.0447458667,4.0
1978.0,Residential,Split Entry,1193,Y,Y,Y,Y,409000,53.4651495689,-113.01764143540001,40.0
1971.0,Residential,1 Storey & Basement,946,N,N,Y,Y,302000,53.537284068599995,-113.2979143368,47.0
1990.0,Residential,1 Storey & Basement,1604,Y,Y,Y,Y,577000,53.512923493,-113.04993826479999,28.0
1970.0,Residential,1 Storey & Basement,1621,N,Y,Y,Y,384000,53.535816134099996,-113.30662365629999,48.0
1970.0,Residential,1 Storey & Basement,1285,Y,N,Y,Y,354000,53.5201902169,-113.3247002223,48.0
2002.0,Residential,2 Storey & Basement,2314,N,Y,Y,N,564000,53.5314177545,-113.0596768842,16.0
1961.0,Residential,2 Storey Basementless,3668,Y,Y,Y,Y,520000,53.5201945426,-113.2992271711,57.0
1940.0,Residential,1 Storey & Basement,751,Y,N,Y,Y,229000,53.4638639707,-113.09273381889999,78.0
1971.0,Residential,Split Entry,960,Y,N,Y,Y,350000,53.5369800913,-113.2979148931,47.0
1964.0,Residential,1 Storey & Basement,1016,N,N,Y,Y,171000,53.52411296020001,-113.309831774,54.0
1958.0,Residential,1 Storey & Basement,1203,Y,N,Y,Y,344000,53.516395917,-113.31638194540001,60.0
1963.0,Residential,1 Storey & Basement,756,N,N,Y,Y,252000,53.5245515161,-113.3125418253,55.0
1969.0,Residential,1 Storey & Basement,1275,N,N,Y,Y,353000,53.5172042675,-113.29872244110001,49.0
1960.0,Residential,1 Storey & Basement,1233,Y,N,Y,N,347000,53.4738916038,-113.0533458131,58.0
2007.0,Residential,1 Storey & Basement,2154,Y,Y,Y,Y,850000,53.5338076796,-113.0594864951,11.0
1970.0,Residential,1 Storey & Basement,1203,Y,Y,Y,Y,401000,53.5210364787,-113.32681365,48.0
1983.0,Residential,2 Storey & Basement,2432,Y,Y,Y,Y,570000,53.4698150993,-113.0522654912,35.0
1976.0,Residential,2 Storey & Basement,1952,Y,Y,Y,Y,428000,53.540561713500004,-113.3123880733,42.0
1991.0,Residential,Split Entry,1231,Y,Y,Y,Y,502000,53.5001962934,-113.00871525209999,27.0
2002.0,Residential,1 Storey Basementless,1320,Y,Y,N,N,452000,53.4952640013,-113.0129212975,16.0
1989.0,Residential,1 Storey & Basement,1444,Y,Y,Y,Y,522000,53.514221755,-113.05839400010001,29.0
1970.0,Residential,1 Storey & Basement,1314,Y,Y,Y,Y,390000,53.5392171746,-113.3006535919,48.0
1969.0,Residential,1 Storey & Basement,1179,Y,Y,Y,Y,377000,53.51770643060001,-113.29804197200001,49.0
1956.0,Residential,1 Storey & Basement,1057,Y,N,Y,Y,321000,53.5177418484,-113.3164031169,62.0
1992.0,Residential,1 Storey & Basement,2604,Y,Y,Y,N,699000,53.5307643355,-113.0254128817,26.0
1992.0,Residential,2 Storey & Basement,2122,Y,Y,Y,Y,570000,53.513770604099996,-113.05275069129999,26.0
1978.0,Residential,1 Storey & Basement,1642,Y,Y,Y,Y,455000,53.506245284799995,-113.0697714598,40.0
1992.0,Residential,1 Storey & Basement,1379,Y,Y,Y,Y,507000,53.492216544399994,-113.03453120020001,26.0
1956.0,Residential,1 Storey & Basement,1166,Y,N,Y,Y,349000,53.514868508,-113.3100028827,62.0
1991.0,Residential,1 Storey & Basement,1591,Y,Y,Y,Y,552000,53.5156025691,-113.05840082559999,27.0
1961.0,Residential,1 Storey & Basement,1299,Y,Y,Y,Y,389000,53.5202017222,-113.2985056682,57.0
1976.0,Residential,2 Storey & Basement,2512,Y,Y,Y,N,485000,53.4556433123,-113.0711394992,42.0
1990.0,Residential,1 Storey Basementless,2934,Y,Y,N,N,635000,53.4740505933,-113.095111751,28.0
1991.0,Residential,2 Storey & Basement,2050,Y,Y,Y,Y,646000,53.469135593199994,-113.0888457073,27.0
1993.0,Residential,1 Storey & Basement,1730,Y,Y,Y,Y,482000,53.5285257564,-113.0172859976,25.0
1968.0,Residential,1 Storey & Basement,1398,Y,Y,Y,Y,393000,53.526028442,-113.3096415186,50.0
1983.0,Residential,2 Storey & Basement,2078,Y,Y,Y,Y,473000,53.518787604399996,-113.33241310940001,35.0
1962.0,Residential,1 Storey & Basement,1053,N,N,Y,Y,304000,53.5232708761,-113.3013838949,56.0
1974.0,Residential,Manufactured Home,1468,Y,Y,N,N,259000,53.4978827201,-112.9699908343,44.0
2017.0,Residential,2 Storey & Basement,2086,N,Y,Y,N,91000,53.489413953500005,-112.9693362747,1.0
1973.0,Residential,1 Storey & Basement,1189,Y,Y,Y,Y,388000,53.521591087299996,-113.3221924599,45.0
1975.0,Residential,1 Storey & Basement,1383,Y,N,Y,N,377000,53.5403967933,-113.31422469489999,43.0
1971.0,Residential,2 Storey & Basement,1740,Y,Y,Y,Y,441000,53.5285287854,-113.04750849540001,47.0
1981.0,Residential,2 Storey & Basement,3903,Y,Y,Y,N,709000,53.4701476496,-113.0938204092,37.0
1975.0,Residential,1 Storey & Basement,1892,Y,Y,Y,N,518000,53.5065339811,-113.0670030606,43.0
1977.0,Residential,Split Entry,1325,N,Y,Y,Y,412000,53.49588518979999,-113.02184067299999,41.0
1961.0,Residential,1 Storey & Basement,1039,Y,N,Y,Y,322000,53.5217452996,-113.30003945979999,57.0
1970.0,Residential,1 Storey & Basement,1247,Y,Y,Y,Y,380000,53.5246776035,-113.3276467462,48.0
1992.0,Residential,Split Entry,1246,N,N,Y,Y,429000,53.4920576754,-113.0120314316,26.0
1981.0,Residential,1 Storey & Basement,1253,Y,Y,Y,Y,524000,53.5005891376,-113.0281049909,37.0
1961.0,Residential,1 Storey & Basement,1168,Y,N,Y,Y,317000,53.5229147969,-113.3084252016,57.0
1978.0,Residential,1 Storey & Basement,1615,Y,Y,Y,Y,505000,53.4685105226,-113.01951981,40.0
1972.0,Residential,Manufactured Home,1377,Y,Y,N,N,199000,53.4986489471,-112.9687549602,46.0
1983.0,Residential,1 Storey & Basement,1598,Y,Y,Y,Y,505000,53.515638795200005,-113.3253724434,35.0
1973.0,Residential,Manufactured Home,1100,N,N,Y,N,188000,53.500371995500004,-112.9687429399,45.0
1989.0,Residential,1 Storey & Basement,1375,Y,Y,Y,Y,495000,53.5136501023,-113.05793176899999,29.0
1970.0,Residential,2 Storey & Basement,1987,Y,Y,Y,Y,465000,53.5189365065,-113.3006907702,48.0
1975.0,Residential,1 Storey & Basement,1483,Y,Y,Y,Y,421000,53.538804803400005,-113.3137478462,43.0
1979.0,Residential,1 Storey & Basement,1619,Y,Y,Y,Y,510000,53.5320565171,-113.0315399405,39.0
1972.0,Residential,2 Storey & Basement,2165,Y,Y,Y,Y,553000,53.5307750824,-113.0411877059,46.0
1990.0,Residential,2 Storey & Basement,1709,Y,Y,Y,Y,510000,53.4986243683,-113.05686762459999,28.0
1969.0,Residential,1 Storey & Basement,1057,Y,Y,Y,Y,371000,53.515779554,-113.2965139488,49.0
1966.0,Residential,1 Storey & Basement,1208,Y,Y,Y,Y,388000,53.515762871499994,-113.30794439569999,52.0
1977.0,Residential,1 Storey & Basement,1039,N,Y,Y,Y,394000,53.462652653199996,-113.09136336540001,41.0
1991.0,Residential,1 Storey & Basement,1575,Y,Y,Y,Y,514000,53.539011453,-113.049484423,27.0
1960.0,Residential,Split Entry,999,Y,Y,Y,Y,327000,53.522110260699996,-113.3081121225,58.0
1982.0,Residential,1 Storey & Basement,1372,Y,Y,Y,Y,452000,53.4568772347,-113.0461548717,36.0
1968.0,Residential,Split Entry,855,Y,N,Y,Y,335000,53.5153128758,-113.298564646,50.0
1961.0,Residential,1 Storey & Basement,1039,Y,N,Y,Y,367000,53.523369898,-113.3028125866,57.0
1971.0,Residential,1 Storey & Basement,1463,Y,Y,Y,Y,487000,53.530057630900004,-113.0494276194,47.0
1961.0,Residential,1 Storey & Basement,1049,Y,N,Y,Y,349000,53.519538875600006,-113.3043404506,57.0
1969.0,Residential,1 Storey & Basement,1376,N,N,Y,Y,333000,53.514577592399995,-113.2964399952,49.0
1984.0,Residential,Split Level & Crawl Space,1132,Y,N,Y,Y,353000,53.5142758829,-113.3219140151,34.0
1977.0,Residential,1 Storey & Basement,1392,Y,Y,Y,Y,515000,53.4922238561,-113.0826723275,41.0
1983.0,Residential,2 Storey & Basement,1903,Y,Y,Y,Y,515000,53.51624114729999,-113.3262375662,35.0
1969.0,Residential,1 Storey & Basement,1171,Y,Y,Y,Y,362000,53.514719765699994,-113.30238468190001,49.0
1990.0,Residential,2 Storey & Basement,1873,Y,Y,Y,Y,603000,53.4633470363,-113.09289839200001,28.0
1955.0,Residential,1 Storey & Basement,930,Y,N,Y,Y,321000,53.5140043049,-113.30975857700001,63.0
1990.0,Residential,1 Storey & Basement,1406,Y,Y,Y,Y,482000,53.4600250611,-113.04022498469999,28.0
1967.0,Residential,2 Storey & Basement,2009,Y,Y,Y,N,406000,53.5129798135,-113.3025215649,51.0
1965.0,Residential,1 Storey & Basement,1152,N,N,Y,Y,282000,53.49807458229999,-112.9687589393,53.0
1969.0,Residential,2 Storey & Basement,1510,Y,Y,Y,Y,403000,53.5245419221,-113.32711272799999,49.0
1959.0,Residential,1 Storey & Basement,1654,Y,Y,Y,Y,407000,53.5193915006,-113.30961761459999,59.0
1980.0,Residential,Split Level,1306,Y,Y,Y,N,479000,53.5277745906,-113.0563642884,38.0
1981.0,Residential,2 Storey & Basement,2378,Y,Y,Y,Y,490000,53.5190622085,-113.33058010040001,37.0
1975.0,Residential,2 Storey & Basement,1633,Y,Y,N,N,231000,53.495507903900005,-112.968866264,43.0
1980.0,Residential,2 Storey & Basement,2240,Y,Y,Y,Y,494000,53.5161722466,-113.3238532112,38.0
1961.0,Residential,1 Storey & Basement,1057,Y,Y,Y,Y,350000,53.5234283748,-113.3036478309,57.0
1978.0,Residential,1 Storey & Basement,1439,Y,Y,Y,Y,446000,53.4694092427,-113.06950259790001,40.0
1960.0,Residential,1 Storey & Basement,896,Y,N,Y,Y,315000,53.4999890992,-112.96874562040001,58.0
1979.0,Residential,1 Storey & Basement,1110,Y,Y,Y,Y,360000,53.527130723599996,-113.326838466,39.0
1970.0,Residential,1 Storey & Basement,1189,Y,N,Y,Y,344000,53.523496183599995,-113.3293241591,48.0
1961.0,Residential,1 Storey & Basement,1039,Y,N,Y,Y,313000,53.5211580538,-113.29734039889999,57.0
1977.0,Residential,Split Entry,1737,Y,Y,Y,Y,470000,53.4662333662,-113.02052389059999,41.0
1970.0,Residential,Split Entry,1146,N,N,Y,Y,310000,53.536683731800004,-113.3169660808,48.0
1978.0,Residential,1 Storey & Basement,1511,Y,Y,Y,N,431000,53.457498573100004,-113.0620250514,40.0
1983.0,Residential,1 Storey & Basement,909,Y,N,Y,Y,340000,53.5146610717,-113.3218341533,35.0
1998.0,Residential,2 Storey & Basement,2226,Y,Y,Y,N,562000,53.5211552139,-113.01282630979999,20.0
1987.0,Residential,2 Storey & Basement,2865,Y,N,Y,Y,586000,53.458380592,-113.0450236048,31.0
